Subject,Course ID,Course Title,Course Description,Credits
Forestry,FRST_V 346,Co-operative Work Placement.,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Facutly of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.,	3
Forestry,FRST_V 347,Co-operative Work Placement,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.,	3
Forestry,FRST_V 348,Co-operative Work Placement.,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.,	3
Forestry,FRST_V 370,Community Forests and Community Forestry,"Community forests and community forestry throughout the world, with special attention to participation by aboriginal peoples; emphasis is on forms of governance, public participation, and adaptive learning. [3-0-0]",	3
Forestry,FRST_V 385,Watershed Hydrology,Measurement and analysis of hydrological processes in response to forest management activities. [3-2-0] Prerequisite: Third- or fourth-year standing.,	3
Forestry,FRST_V 386,Aquatic Ecosystems and Fish in Forested Watersheds,"Effects of forest management activities on fish and aquatic ecosystems. [3-2-0] Prerequisite: Third- or fourth-year standing in Forestry, Science or Applied Science.",	3
Forestry,FRST_V 395,Wildlife Ecology and Management,"Ecology, management, and conservation of terrestrial vertebrate wildlife, focusing primarily on socio-economically important, forest-dwelling species of mammals, birds, amphibians and reptiles. [3-2-0] Prerequisite: One of FRST 201, BIOL 230, BIOL 306.",	3
Forestry,FRST_V 399,Introduction to Research Methods,"Lectures and seminars in research philosophies and the scientific method, with special emphasis on field research. [2-1] Prerequisite: One of FRST 150, LFS 150, NRES 150, WRDS 150, ENGL 110, ENGL 111, WOOD 225, NRES 225.",	3
Forestry,FRST_V 402,Living Language: Science and Society,"Multi-disciplinary course in which students, individually and in groups, examine, integrate and apply subject-specific knowledge through the lens of language and the framework of the language sciences, with a focus on themes of real-world importance. Prerequisite: Fourth-year standing or permission of the instructor. Equivalency: APSC402, ASTU402, LFS 402, LLED402, PHAR402",	3
Forestry,FRST_V 403,The Sustainability of Production in Managed Forest Ecosystems,"Study of the functional and dynamic characteristics of forest ecosystems and their response to forest management using ecosystem-level microcomputer simulation models. [3-2-0] Prerequisite: One of FRST 201, NRES 201.",	3
Forestry,FRST_V 404,Advances in Silviculture,Fundamental silvicultural problems; the application of research findings to the practice of silviculture. [4-0] Prerequisite: FRST 305.,	4
Forestry,FRST_V 406,Advanced Forest Pathology,"Hereditary, physiological, anatomical, environmental, and microbiological factors influencing forest tree diseases. Given in alternate years. [2-2]",	3
Forestry,FRST_V 408,Advanced Forest Insect Ecology,"Role of climate and climate change in the population dynamics, outbreak potentials and resultant impacts to forest ecosystems associated with herbivorous forest insects. [3-0-0] Prerequisite: One of FRST 307, APBI 327, BIOL 327.",	3
Forestry,FRST_V 410,Introduction to Landscape Ecology and Management,"Current concepts, methods, and applications of landscape ecology with emphasis on spatial patterning, spatial heterogeneity, and dynamics; problem-solving approaches to natural resource issues through the application of landscape ecological principles and tools. [3-0-0] Prerequisite: Fourth-year standing This course is not eligible for Credit/D/Fail grading.",	3
Forestry,FRST_V 411,"Complex Adaptive Systems, Global Change Science, and Ecology Sustainability",Concepts of complex adaptive systems (CAS); exploration of how CAS can be used to manage natural and social environments for multiple goals under changing climatic and socio-economic conditions. [3-0-0] Prerequisite: Third-year standing,	3
Forestry,FRST_V 413,Ecological Plant Biochemistry.,"The structure, biosynthesis, distribution and biological function of secondary plant metabolites. [3-0-0] Prerequisite: Either (a) all of BIOL 200, BIOL 201 and one of BIOL 209, BIOL 210; or (b) one of FRST 200, NRES 200 and one of FRST 210, NRES 210. Equivalency: BIOL462",	3
Forestry,FRST_V 415,Sustainable Forest Policy,"The development, implementation, and analysis of forest policy. [3-0-0] Prerequisite: Third- or fourth-year standing.",	3
Forestry,FRST_V 421,Quantitative Forest Management,Introduction to the quantitative tools necessary in forest management. Available only through Distance Education.,	3
Forestry,FRST_V 422,Mathematical Modelling in Forest Resource Analysis,Modelling techniques used in strategic and tactical forest resources analyses. [2-0-3] Prerequisite: Fourth-year standing in the BSF degree.,	3
Forestry,FRST_V 423,Forest Management Planning,"Forest management designs to identify and integrate economic, social, and environmental objectives across a forested landscape both strategically and tactically. [4-2-2] Prerequisite: FRST 422.",	6
Forestry,FRST_V 425,Forest Planning,"Analyze and interpret existing management plans, prescribe solutions for achieving specific forest management goals at multiple scales, use basic tools to evaluate the financial implications of such solutions, and create a forest management plan for a virtual forest. Offered entirely online. Students in any of the Forestry programs requiring FRST 423 (6 cr) in order to graduate will not be granted the 3 cr of FRST 425 toward degree completion.",	3
Forestry,FRST_V 430,Advanced Biometrics,"Analysis of variance, multiple regression and analysis of covariance. Design and analysis of experiments. [3-2] Prerequisite: One of FRST 231, NRES 231, BIOL 300, STAT 200. And FRST 399 or equivalent. Restricted to students with 4th year standing or by permission of instructor.",	3
Forestry,FRST_V 432,Ecological Genomics,"The genomic basis of adaptation to environments. Topics progress through community structure, life history patterns, stress responses, and variation and adaptation. [3-0-0]",	3
Forestry,FRST_V 436,Growth and Yield,"Techniques of growth and yield projection and discussion of modelling approaches. Exploration of stand dynamics, quantitative implications of management treatments and environmental limitations to tree and stand growth. [2-2-0] Prerequisite: FRST339",	3
Forestry,FRST_V 439,International Forestry,"The socio-economic, biological and technological aspects of forestry within the international frame, in both the developed and developing world. Regional studies and the role of national and international agencies. [2-2-0]",	3
Forestry,FRST_V 443,Remote Sensing for Ecosystem Management,"Basic biological concepts related to interpretation of remote sensing data for land management, including the use of films and filters, and interpretation of air photographs, and other imagery. [2-2-0]",	3
Forestry,FRST_V 444,Agroforestry,"Ecological, economic and social benefits of incorporating trees into agricultural landscapes. Lectures and groupwork designing agroforestry systems in temperate and tropical contexts. [3-2-0] Prerequisite: One of FRST 201, NRES 201, APBI 260. Equivalency: APBI444",	3
Forestry,FRST_V 446,Co-operative Work Placement.,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.,	3
Forestry,FRST_V 447,Co-operative Work Placement.,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.,	3
Forestry,FRST_V 448,Co-operative Work Placement.,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.,	3
Forestry,FRST_V 456,The Role of Natural and Planted Forests in the Global Bioeconomy,"(Go Global Seminar Series) An intensive one-month field school in Chile focused on fast-growing industrial forest plantations, innovative wood products, land use strategies for natural and planted forests, and their impact on society. Prerequisite: Third-year standing",	6
